흑,백,덤,결과,대국일자,대국명,제한시간,초읽기 횟수,초읽기 시간,대국룰,흑번국가,백번국가
申眞諝,金明訓,6.5,B+R,2026-01-25,2025-2026韓国囲碁リーグ,60.0,,,japanese,kr,kr
安成浚,金明訓,6.5,W+R,2026-01-15,2025-2026韓国囲碁リーグ,60.0,,,japanese,kr,kr
朴廷桓,韓一洲,7.5,B+¾,2023-02-09,第24回中国囲碁甲級リーグプレーオフ,7200.0,5,60,chinese,kr,ch
金明訓,朴河旼,6.5,B+R,2026-01-12,第27回マキシムコーヒー杯入神最強戦1回戦,600.0,,,japanese,kr,kr
李元栄,金明訓,6.5,W+R,2026-01-09,2025-2026韓国囲碁リーグ,60.0,,,japanese,kr,kr
金明訓,安正己,6.5,W+R,2026-01-03,2025-2026韓国囲碁リーグ,60.0,,,japanese,kr,kr
芝野虎丸,金明訓,6.5,B+R,2025-12-28,第1回新韓銀行世界棋仙戦3回戦,1800.0,,,japanese,jp,kr
賴均輔,金明訓,6.5,W+R,2025-12-27,第1回新韓銀行世界棋仙戦2回戦,1800.0,,,japanese,tp,kr
李欽誠,金明訓,6.5,W+R,2025-12-25,第1回新韓銀行世界棋仙戦1回戦,1800.0,,,japanese,kr,kr
金昇宰,金明訓,6.5,B+R,2025-12-21,2025-2026韓国囲碁リーグ,60.0,,,japanese,kr,kr
金炯佑,金明訓,6.5,W+R,2025-12-13,2025-2026韓国囲碁リーグ,60.0,,,japanese,kr,kr
金明訓,姜東潤,6.5,W+R,2025-12-05,2025-2026韓国囲碁リーグ,60.0,,,japanese,kr,kr
金明訓,沈載益,6.5,B+R,2025-11-27,2025-2026韓国囲碁リーグ,60.0,,,japanese,kr,kr
朴廷桓,曹瀟陽,7.5,B+R,2023-02-07,第24回中国囲碁甲級リーグ,7200.0,5,60,chinese,kr,ch
金明訓,宋圭相,6.5,B+10.5,2025-11-23,2025-2026韓国囲碁リーグ,60.0,,,japanese,kr,kr
朴廷桓,金明訓,6.5,W+R,2025-11-06,2025-2026韓国囲碁リーグ,60.0,,,japanese,kr,kr
金明訓,韓相朝,6.5,B+R,2025-10-31,2025-2026韓国囲碁リーグ,60.0,,,japanese,kr,kr
元晟溱,金明訓,6.5,W+R,2025-10-23,2025-2026韓国囲碁リーグ,60.0,,,japanese,kr,kr
金明訓,李維清,6.5,W+R,2025-09-30,第11回全羅南道国手山脈国際囲碁大会世界プロ最強戦2回戦,1800.0,3,40,japanese,kr,ch
金明訓,廖元赫,6.5,B+R,2025-09-30,第11回全羅南道国手山脈国際囲碁大会世界プロ最強戦1回戦,1800.0,3,40,japanese,kr,ch
李志賢,金明訓,6.5,B+1.5,2025-09-08,第48期名人戦（韓国）敗者組4回戦,3600.0,,,japanese,kr,kr
安祚永,金明訓,6.5,W+R,2025-09-01,第48期名人戦（韓国）敗者組3回戦,3600.0,,,japanese,kr,kr
金明訓,文敏鍾,6.5,B+R,2025-08-13,第48期名人戦（韓国）敗者組2回戦,3600.0,,,japanese,kr,kr
金明訓,李志賢,6.5,W+R,2025-08-08,第48期名人戦（韓国）2回戦,3600.0,,,japanese,kr,kr
朴廷桓,芝野虎丸,6.5,B+R,2025-11-10,第30回三星火災杯世界囲碁マスターズ2回戦,7200.0,5,60,Japanese,kr,jp
朴廷桓,李軒豪,7.5,W+R,2023-02-06,第24回中国囲碁甲級リーグ,7200.0,5,60,chinese,kr,ch
李志賢,金明訓,6.5,W+R,2025-07-29,第11回国手山脈国際囲碁大会韓国予選,1800.0,3,40,japanese,kr,kr
韓相朝,金明訓,6.5,W+R,2025-07-28,第48期名人戦（韓国）1回戦,3600.0,,,japanese,kr,kr
李昌錫,金明訓,6.5,W+R,2025-07-24,第11回国手山脈国際囲碁大会韓国予選,1800.0,3,40,japanese,kr,kr
申旻埈,金明訓,6.5,B+2.5,2025-07-15,第27回農心杯韓国予選,3600.0,1,60,japanese,kr,kr
金庭賢,金明訓,6.5,W+R,2025-07-14,第27回農心杯韓国予選,3600.0,1,60,japanese,kr,kr
崔精,金明訓,6.5,W+R,2025-07-13,第27回農心杯韓国予選,3600.0,1,60,japanese,kr,kr
金明訓,何天凝,7.5,B+R,2025-06-26,第3回衢州爛柯杯予選,7200.0,5,60,chinese,kr,ch
金明訓,申旻埈,6.5,W+R,2025-05-31,2025ハナ銀行囲碁スーパーマッチ2回戦,600.0,,,japanese,kr,kr
金明訓,偰玹準,6.5,W+R,2025-04-23,2024-2025韓国囲碁リーグプレーオフ,60.0,,,japanese,kr,kr
許皓鋐,金明訓,6.5,B+R,2025-04-22,2024-2025韓国囲碁リーグプレーオフ,60.0,,,japanese,tp,kr
朴廷桓,蒋其潤,7.5,B+R,2023-02-04,第24回中国囲碁甲級リーグ,7200.0,5,60,chinese,kr,ch
金昇宰,金明訓,6.5,W+R,2025-04-06,2025ハナ銀行囲碁スーパーマッチ1回戦,600.0,,,japanese,kr,kr
金明訓,朴廷桓,6.5,W+R,2025-04-04,第30回GSカルテックス杯プロ棋戦敗者組1回戦,1800.0,,,japanese,kr,kr
金明訓,崔宰栄,6.5,W+R,2025-04-03,2024-2025韓国囲碁リーグ,60.0,,,japanese,kr,kr
洪性志,金明訓,6.5,W+11.5,2025-03-20,2024-2025韓国囲碁リーグ,60.0,,,japanese,kr,kr
姜東潤,金明訓,6.5,B+R,2025-03-17,第26回マキシムコーヒー杯入神最強戦3回戦,600.0,,,japanese,kr,kr
元晟溱,金明訓,6.5,W+R,2025-03-13,2024-2025韓国囲碁リーグ,60.0,,,japanese,kr,kr
金明訓,金眞輝,6.5,W+5.5,2025-03-12,第30回GSカルテックス杯プロ棋戦1回戦,1800.0,,,japanese,kr,kr
金明訓,李元栄,6.5,B+R,2025-03-06,2024-2025韓国囲碁リーグ,60.0,,,japanese,kr,kr
申旻埈,金明訓,6.5,B+R,2025-03-01,2024-2025韓国囲碁リーグ,60.0,,,japanese,kr,kr
朴珉奎,金明訓,6.5,B+R,2025-02-21,2024-2025韓国囲碁リーグ,60.0,,,japanese,kr,kr
卞相壹,朴廷桓,6.5,B+3.5,2023-01-26,2022-2023韓国囲碁リーグ,2400.0,,,japanese,kr,kr
金明訓,韓昇周,6.5,B+R,2025-02-18,第26回マキシムコーヒー杯入神最強戦2回戦,600.0,,,japanese,kr,kr
朴永訓,金明訓,6.5,W+R,2025-02-14,2024-2025韓国囲碁リーグ,60.0,,,japanese,kr,kr
李昌錫,金明訓,6.5,W+R,2025-01-27,第26回マキシムコーヒー杯入神最強戦1回戦,600.0,,,japanese,kr,kr
申眞諝,金明訓,6.5,B+R,2025-01-23,2024-2025韓国囲碁リーグ,60.0,,,japanese,kr,kr
金明訓,韓熊熙,6.5,W+6.5,2025-01-19,2024-2025韓国囲碁リーグ,60.0,,,japanese,kr,kr
金明訓,羅玄,6.5,B+R,2025-01-12,2024-2025韓国囲碁リーグ,60.0,,,japanese,kr,kr
金明訓,崔精,6.5,B+R,2025-01-09,第30回GSカルテックス杯プロ棋戦予選,1800.0,,,japanese,kr,kr
金明訓,趙相衍,6.5,B+R,2025-01-07,第30回GSカルテックス杯プロ棋戦予選,1800.0,,,japanese,kr,kr
李元栄,金明訓,6.5,B+9.5,2025-01-05,2024-2025韓国囲碁リーグ,60.0,,,japanese,kr,kr
金彩瑛,金明訓,6.5,W+R,2024-12-27,2024-2025韓国囲碁リーグ,60.0,,,japanese,kr,kr
朴廷桓,卞相壹,6.5,B+R,2023-01-26,2022-2023韓国囲碁リーグ,2400.0,,,japanese,kr,kr
金明訓,姜東潤,6.5,W+R,2024-12-21,2024-2025韓国囲碁リーグ,60.0,,,japanese,kr,kr
金明訓,朴永訓,6.5,B+6.5,2024-12-14,2024-2025韓国囲碁リーグ,60.0,,,japanese,kr,kr
金明訓,朴廷桓,6.5,W+R,2024-12-06,第1回世界最高棋士決定戦韓国予選,3600.0,,,japanese,kr,kr
謝爾豪,金明訓,6.5,B+1.5,2024-12-02,第26回農心辛ラーメン杯世界囲碁最強戦第7戦,3600.0,1,60,japanese,ch,kr
金明訓,許家元,6.5,B+R,2024-12-01,第26回農心辛ラーメン杯世界囲碁最強戦第6戦,3600.0,1,60,japanese,kr,jp
范廷鈺,金明訓,6.5,W+R,2024-11-30,第26回農心辛ラーメン杯世界囲碁最強戦第5戦,3600.0,1,60,japanese,ch,kr
金明訓,陳賢,6.5,W+R,2024-11-13,第29回三星火災杯世界囲碁マスターズ1回戦,7200.0,5,60,japanese,kr,ch
井山裕太,金明訓,6.5,W+R,2024-09-08,第26回農心辛ラーメン杯世界囲碁最強戦第4戦,3600.0,1,60,japanese,jp,kr
金明訓,柯潔,6.5,B+T,2024-09-07,第26回農心辛ラーメン杯世界囲碁最強戦第3戦,3600.0,1,60,japanese,kr,ch
一力遼,金明訓,6.5,B+3.5,2024-08-03,第10回国手山脈世界プロ最強戦1回戦,1800.0,3,40,japanese,jp,kr
朴廷桓,安国鉉,6.5,B+R,2023-01-23,第24回マキシムコーヒー杯入神最強戦1回戦,600.0,,,japanese,kr,kr
朴永訓,金明訓,6.5,B+1.5,2024-07-26,第47期名人戦（韓国）予選,3600.0,,,japanese,kr,kr
金明訓,沈載益,6.5,B+R,2024-07-19,第26回農心杯韓国予選,3600.0,1,60,japanese,kr,kr
金明訓,尹畯相,6.5,B+R,2024-06-25,第10回国手山脈国際囲碁大会韓国予選,1800.0,3,40,japanese,kr,kr
金明訓,姜東潤,6.5,B+R,2024-06-20,2023-2024ハナ銀行MZ囲碁スーパーマッチ決勝三番勝負第3局,600.0,,,japanese,kr,kr
申旻埈,金明訓,6.5,B+R,2024-06-17,第29回GSカルテックス杯プロ棋戦3回戦,1800.0,,,japanese,kr,kr
姜東潤,金明訓,6.5,W+R,2024-06-15,2023-2024ハナ銀行MZ囲碁スーパーマッチ決勝三番勝負第2局,600.0,,,japanese,kr,kr
金明訓,姜東潤,6.5,W+R,2024-06-14,2023-2024ハナ銀行MZ囲碁スーパーマッチ決勝三番勝負第1局,600.0,,,japanese,kr,kr
金明訓,寇政岩,7.5,W+R,2024-06-08,2024年全国囲碁錦標戦（団体）乙級リーグ,7200.0,5,60,chinese,kr,ch
孟泰齢,金明訓,7.5,B+R,2024-06-07,2024年全国囲碁錦標戦（団体）乙級リーグ,7200.0,5,60,chinese,ch,kr
王元均,金明訓,7.5,W+¼,2024-06-05,2024年全国囲碁錦標戦（団体）乙級リーグ,7200.0,5,60,chinese,tp,kr
朴廷桓,宋圭相,6.5,B+R,2023-01-21,2022-2023韓国囲碁リーグ,2400.0,,,japanese,kr,kr
金明訓,王昊洋,7.5,B+R,2024-06-03,2024年全国囲碁錦標戦（団体）乙級リーグ,7200.0,5,60,chinese,kr,ch
金明訓,胡躍峰,7.5,B+R,2024-05-31,2024年全国囲碁錦標戦（団体）乙級リーグ,7200.0,5,60,chinese,kr,ch
金明訓,金恩持,6.5,B+R,2024-05-28,2023-2024ハナ銀行MZ囲碁スーパーマッチ準決勝,600.0,,,japanese,kr,kr
金眞輝,金明訓,6.5,B+2.5,2024-05-20,第29回LG杯朝鮮日報棋王戦1回戦,10800.0,5,40,japanese,kr,kr
金明訓,姜儒澤,6.5,B+R,2024-05-16,第29回GSカルテックス杯プロ棋戦2回戦,1800.0,,,japanese,kr,kr
朴廷桓,金明訓,6.5,W+1.5,2024-05-04,2023-2024ハナ銀行MZ囲碁スーパーマッチ2回戦,600.0,,,japanese,kr,kr
金明訓,蒋其潤,7.5,W+2¼,2024-04-25,第2回衢州爛柯杯ワールド囲碁オープン2回戦,7200.0,5,60,chinese,kr,ch
金明訓,柯潔,8.0,W+R,2024-04-20,第10回応氏杯予選,7200.0,,,chinese,kr,ch
崔精,金明訓,6.5,W+R,2024-04-19,第29回LG杯韓国予選,10800.0,5,40,japanese,kr,kr
金昇珍,金明訓,6.5,W+R,2024-04-18,第29回LG杯韓国予選,10800.0,5,40,japanese,kr,kr
朴廷桓,金志錫,6.5,B+2.5,2023-01-18,2022-2023韓国囲碁リーグ,2400.0,,,japanese,kr,kr
趙漢乗,金明訓,6.5,W+R,2024-04-17,第29回LG杯韓国予選,10800.0,5,40,japanese,kr,kr
申眞諝,金明訓,6.5,B+R,2024-04-15,第25回マキシムコーヒー杯入神最強戦決勝三番勝負第2局,600.0,,,japanese,kr,kr
金明訓,申眞諝,6.5,W+R,2024-04-09,第25回マキシムコーヒー杯入神最強戦決勝三番勝負第1局,600.0,,,japanese,kr,kr
金明訓,申眞諝,6.5,W+4.5,2024-04-04,2023-2024韓国囲碁リーグ,600.0,,,japanese,kr,kr
金明訓,卞相壹,6.5,B+R,2024-04-01,第25回マキシムコーヒー杯入神最強戦準決勝,600.0,,,japanese,kr,kr
洪性志,金明訓,6.5,B+0.5,2024-03-31,2023-2024韓国囲碁リーグ,600.0,,,japanese,kr,kr
金明訓,安国鉉,6.5,B+R,2024-03-30,2023-2024ハナ銀行MZ囲碁スーパーマッチ1回戦,600.0,,,japanese,kr,kr
金明訓,姜東潤,6.5,W+1.5,2024-03-24,2023-2024韓国囲碁リーグ,600.0,,,japanese,kr,kr
朴珉奎,金明訓,6.5,W+1.5,2024-03-24,2023-2024韓国囲碁リーグ,600.0,,,japanese,kr,kr
金明訓,謝爾豪,7.5,W+R,2024-03-19,第15回春蘭杯世界囲碁選手権1回戦,8700.0,5,60,chinese,kr,ch
偰玹準,朴廷桓,6.5,W+R,2023-01-18,2022-2023韓国囲碁リーグ,2400.0,,,japanese,kr,kr
金明訓,偰玹準,6.5,B+R,2024-03-16,2023-2024韓国囲碁リーグ,600.0,,,japanese,kr,kr
金明訓,古霊益,7.5,W+R,2024-03-15,第25回中国囲碁甲級リーグプレーオフ,7200.0,5,60,chinese,kr,ch
金明訓,元晟溱,6.5,W+R,2024-03-07,2023-2024韓国囲碁リーグ,600.0,,,japanese,kr,kr
金明訓,金眞輝,6.5,B+R,2024-03-03,2023-2024韓国囲碁リーグ,600.0,,,japanese,kr,kr
金明訓,元晟溱,6.5,B+R,2024-02-26,第25回マキシムコーヒー杯入神最強戦3回戦,600.0,,,japanese,kr,kr
申旻埈,金明訓,6.5,W+R,2024-02-23,2023-2024韓国囲碁リーグ,600.0,,,japanese,kr,kr
姜東潤,金明訓,7.5,W+R,2024-02-22,第15回春蘭杯韓国予選,8700.0,5,60,chinese,kr,kr
金明訓,羅玄,6.5,B+R,2024-02-19,第25回マキシムコーヒー杯入神最強戦2回戦,600.0,,,japanese,kr,kr
申眞諝,金明訓,6.5,B+R,2024-02-09,2023-2024韓国囲碁リーグ,600.0,,,japanese,kr,kr
金明訓,張涛,7.5,W+¼,2024-02-03,第25回中国囲碁甲級リーグ,7200.0,5,60,chinese,kr,ch
朴廷桓,許皓鋐,6.5,B+T,2023-01-08,2022-2023韓国囲碁リーグ,2400.0,,,japanese,kr,tp
金明訓,卞相壹,6.5,W+R,2024-02-01,2023-2024韓国囲碁リーグ,600.0,,,japanese,kr,kr
朴珉奎,金明訓,6.5,B+R,2024-01-25,2023-2024韓国囲碁リーグ,600.0,,,japanese,kr,kr
金明訓,崔宰栄,6.5,W+R,2024-01-25,2023-2024韓国囲碁リーグ,600.0,,,japanese,kr,kr
柯潔,金明訓,7.5,B+¾,2024-01-22,第25回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,kr
金明訓,偰玹準,6.5,W+1.5,2024-01-19,2023-2024韓国囲碁リーグ,600.0,,,japanese,kr,kr
伊淩涛,金明訓,7.5,W+1¼,2024-01-16,第25回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,kr
韓友賑,金明訓,6.5,W+R,2024-01-14,2023-2024韓国囲碁リーグ,600.0,,,japanese,kr,kr
金明訓,蒋其潤,7.5,W+R,2024-01-10,第25回中国囲碁甲級リーグ,7200.0,5,60,chinese,kr,ch
金明訓,朴廷桓,6.5,W+R,2024-01-04,2023-2024韓国囲碁リーグ,600.0,,,japanese,kr,kr
金明訓,李昌錫,6.5,B+R,2024-01-01,第25回マキシムコーヒー杯入神最強戦1回戦,600.0,,,japanese,kr,kr
朴廷桓,李映九,6.5,W+T,2023-01-05,2022-2023韓国囲碁リーグ,2400.0,,,japanese,kr,kr
金明訓,李昌錫,6.5,W+R,2023-12-30,2023-2024韓国囲碁リーグ,600.0,,,japanese,kr,kr
謝科,金明訓,7.5,B+¾,2023-12-21,第25回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,kr
金明訓,丁浩,7.5,B+R,2023-12-06,第25回中国囲碁甲級リーグ,7200.0,5,60,chinese,kr,ch
丁浩,金明訓,6.5,B+R,2023-11-22,第28回三星火災杯世界囲碁マスターズ3回戦,7200.0,5,60,japanese,ch,kr
黄雲嵩,金明訓,6.5,W+0.5,2023-11-20,第28回三星火災杯世界囲碁マスターズ2回戦,7200.0,5,60,japanese,ch,kr
井山裕太,金明訓,6.5,W+R,2023-11-16,第28回三星火災杯世界囲碁マスターズ1回戦,7200.0,5,60,japanese,jp,kr
陳賢,金明訓,7.5,B+R,2023-11-13,第25回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,kr
陳正勲,金明訓,7.5,B+R,2023-10-10,第25回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,kr
金明訓,辜梓豪,7.5,W+R,2023-10-08,第25回中国囲碁甲級リーグ,7200.0,5,60,chinese,kr,ch
趙晨宇,金明訓,7.5,W+2¼,2023-10-03,第19回アジア競技大会囲碁男子団体戦決勝,3600.0,3,30,chinese,ch,kr
時越,朴廷桓,6.5,W+R,2025-11-09,第30回三星火災杯世界囲碁マスターズ1回戦,7200.0,5,60,Japanese,ch,kr
朴廷桓,申眞諝,6.5,W+R,2022-11-02,第27回三星火災杯世界囲碁マスターズ3回戦,7200.0,5,60,japanese,kr,kr
金明訓,芝野虎丸,7.5,B+R,2023-10-02,第19回アジア競技大会囲碁男子団体戦準決勝,3600.0,3,30,chinese,kr,jp
金明訓,羋昱廷,7.5,B+R,2023-09-30,第19回アジア競技大会囲碁男子団体戦予選第4戦,3600.0,3,30,chinese,kr,ch
金明訓,賴均輔,7.5,B+R,2023-09-29,第19回アジア競技大会囲碁男子団体戦予選第1戦,3600.0,3,30,chinese,kr,tp
金明訓,李翔宇,7.5,W+¼,2023-08-19,第25回中国囲碁甲級リーグ,7200.0,5,60,chinese,kr,ch
屠暁宇,金明訓,7.5,W+R,2023-08-18,第25回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,kr
劉宇航,金明訓,7.5,B+R,2023-08-06,第5回夢百合杯世界囲碁オープン戦3回戦,7200.0,5,60,chinese,ch,kr
李維清,金明訓,7.5,W+R,2023-08-04,第5回夢百合杯世界囲碁オープン戦2回戦,7200.0,5,60,chinese,ch,kr
黄明宇,金明訓,7.5,W+R,2023-08-03,第5回夢百合杯世界囲碁オープン戦1回戦,7200.0,5,60,chinese,ch,kr
申眞諝,金明訓,6.5,B+R,2023-07-26,第9回国手山脈世界プロ最強戦2回戦,1800.0,3,40,japanese,kr,kr
金明訓,謝科,6.5,B+0.5,2023-07-26,第9回国手山脈世界プロ最強戦1回戦,1800.0,3,40,japanese,kr,ch
檀嘯,朴廷桓,6.5,W+R,2022-11-01,第27回三星火災杯世界囲碁マスターズ2回戦,7200.0,5,60,japanese,ch,kr
金明訓,偰玹準,6.5,W+R,2023-07-12,第25回農心杯韓国予選,3600.0,1,60,japanese,kr,kr
金明訓,申眞諝,6.5,W+R,2023-07-10,第6期韓国竜星戦2回戦,1800.0,,,japanese,kr,kr
金明訓,金庭賢,6.5,W+1.5,2023-06-29,第9回国手山脈国際囲碁大会韓国予選,1800.0,3,40,japanese,kr,kr
金明訓,韓友賑,6.5,B+R,2023-06-20,第5回安東白岩杯囲碁オープン最強戦決勝,600.0,,,japanese,kr,kr
崔精,金明訓,6.5,W+R,2023-06-20,第5回安東白岩杯囲碁オープン最強戦準決勝,600.0,,,japanese,kr,kr
洪性志,金明訓,6.5,W+R,2023-06-19,第5回安東白岩杯囲碁オープン最強戦3回戦,600.0,,,japanese,kr,kr
金明訓,白現宇,6.5,W+1.5,2023-06-03,2022-2023韓国囲碁リーグプレーオフ,2400.0,,,japanese,kr,kr
金昇宰,金明訓,6.5,W+R,2023-06-02,2022-2023韓国囲碁リーグプレーオフ,2400.0,,,japanese,kr,kr
金昇宰,金明訓,6.5,W+R,2023-06-01,2022-2023韓国囲碁リーグプレーオフ,2400.0,,,japanese,kr,kr
金明訓,王星昊,6.5,W+T,2023-05-29,第28回LG杯朝鮮日報棋王戦1回戦,10800.0,5,40,japanese,kr,ch
柯潔,朴廷桓,6.5,W+R,2022-10-28,第27回三星火災杯世界囲碁マスターズ1回戦,7200.0,5,60,japanese,ch,kr
朴珉奎,金明訓,6.5,W+R,2023-05-18,2022-2023韓国囲碁リーグ,2400.0,,,japanese,kr,kr
金明訓,姜儒澤,6.5,B+R,2023-05-18,2022-2023韓国囲碁リーグ,2400.0,,,japanese,kr,kr
金明訓,姜昇旼,6.5,W+0.5,2023-04-28,2022-2023韓国囲碁リーグ,2400.0,,,japanese,kr,kr
陳時暎,金明訓,6.5,B+0.5,2023-04-28,2022-2023韓国囲碁リーグ,2400.0,,,japanese,kr,kr
崔正冠,金明訓,6.5,W+R,2023-04-25,第28回LG杯韓国予選,10800.0,5,40,japanese,kr,kr
金明訓,宋知勲,6.5,B+0.5,2023-04-24,第28回LG杯韓国予選,7200.0,5,40,japanese,kr,kr
金明訓,洪性志,6.5,B+8.5,2023-04-23,2022-2023韓国囲碁リーグ,2400.0,,,japanese,kr,kr
金明訓,金彩瑛,6.5,B+R,2023-04-20,第28回LG杯韓国予選,10800.0,5,40,japanese,kr,kr
姜知勲,金明訓,6.5,W+R,2023-04-19,第28回LG杯韓国予選,7200.0,5,40,japanese,kr,kr
崔宰栄,金明訓,6.5,W+R,2023-04-14,2022-2023韓国囲碁リーグ,2400.0,,,japanese,kr,kr
朴廷桓,趙晨宇,7.5,W+R,2022-09-09,第24回中国囲碁甲級リーグ,7200.0,5,60,chinese,kr,ch
李志賢,金明訓,6.5,W+R,2023-04-13,第6期韓国竜星戦1回戦,600.0,,,japanese,kr,kr
金明訓,申眞諝,6.5,W+R,2023-03-30,2022-2023韓国囲碁リーグ,2400.0,,,japanese,kr,kr
金昇宰,金明訓,6.5,W+3.5,2023-03-30,2022-2023韓国囲碁リーグ,2400.0,,,japanese,kr,kr
崔精,金明訓,6.5,W+R,2023-03-26,2022-2023韓国囲碁リーグ,2400.0,,,japanese,kr,kr
金明訓,偰玹準,6.5,W+R,2023-03-18,2022-2023韓国囲碁リーグ,2400.0,,,japanese,kr,kr
王元均,金明訓,6.5,W+R,2023-03-15,2022-2023韓国囲碁リーグ,2400.0,,,japanese,tp,kr
金明訓,韓昇周,6.5,W+R,2023-03-13,第24回マキシムコーヒー杯入神最強戦3回戦,600.0,5,40,japanese,kr,kr
金明訓,元晟溱,6.5,B+R,2023-02-23,2022-2023韓国囲碁リーグ,2400.0,,,japanese,kr,kr
李昌錫,金明訓,6.5,B+R,2023-02-12,2022-2023韓国囲碁リーグ,2400.0,,,japanese,kr,kr
金明訓,丁浩,7.5,B+R,2023-02-12,第24回中国囲碁甲級リーグプレーオフ,7200.0,5,60,chinese,kr,ch
胡子豪,朴廷桓,7.5,W+R,2022-08-30,第24回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,kr
金明訓,金禹丞,7.5,B+¾,2023-02-11,第24回中国囲碁甲級リーグプレーオフ,7200.0,5,60,chinese,kr,ch
韓昇周,金明訓,6.5,W+F,2023-02-10,2022-2023韓国囲碁リーグ,2400.0,,,japanese,kr,kr
金明訓,趙漢乗,6.5,B+1.5,2023-02-10,2022-2023韓国囲碁リーグ,2400.0,,,japanese,kr,kr
金明訓,許嘉陽,7.5,B+¾,2023-02-06,第24回中国囲碁甲級リーグ,7200.0,5,60,chinese,kr,ch
陳耀燁,金明訓,7.5,B+R,2023-02-05,第24回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,kr
金明訓,謝爾豪,7.5,B+¾,2023-02-04,第24回中国囲碁甲級リーグ,7200.0,5,60,chinese,kr,ch
葉長欣,金明訓,7.5,W+R,2023-02-03,第24回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,kr
安成浚,金明訓,6.5,W+R,2023-02-02,2022-2023韓国囲碁リーグ,2400.0,,,japanese,kr,kr
元晟溱,金明訓,6.5,W+R,2023-01-31,第24回マキシムコーヒー杯入神最強戦2回戦,600.0,5,40,japanese,kr,kr
李映九,金明訓,6.5,B+R,2023-01-27,2023YK建機杯予選,600.0,,,japanese,kr,kr
李欽誠,朴廷桓,7.5,B+3¼,2022-08-25,第24回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,kr
金明訓,許映皓,6.5,B+R,2023-01-21,2022-2023韓国囲碁リーグ,2400.0,,,japanese,kr,tp
金明訓,朴珉奎,6.5,W+R,2023-01-19,第4期ソパルコサノル最高棋士決定戦予選,7200.0,3,60,japanese,kr,kr
平田智也,金明訓,6.5,W+R,2023-01-15,2022-2023韓国囲碁リーグ,2400.0,,,japanese,jp,kr
金明訓,金昇宰,6.5,B+1.5,2023-01-12,2022-2023韓国囲碁リーグ,2400.0,,,japanese,kr,kr
金明訓,文敏鍾,6.5,B+R,2023-01-09,第4期ソパルコサノル最高棋士決定戦予選,7200.0,3,60,japanese,kr,kr
呉侑珍,金明訓,6.5,W+R,2023-01-03,第24回マキシムコーヒー杯入神最強戦1回戦,600.0,5,40,japanese,kr,kr
王元均,金明訓,6.5,B+R,2022-12-28,2022-2023韓国囲碁リーグ,2400.0,,,japanese,tp,kr
崔精,金明訓,6.5,B+R,2022-12-08,第28回GSカルテックス杯プロ棋戦予選,600.0,3,40,japanese,kr,kr
金明訓,丁浩,6.5,W+2.5,2022-11-14,第27回LG杯朝鮮日報棋王戦3回戦,10800.0,5,40,japanese,kr,ch
申眞諝,金明訓,6.5,B+R,2022-11-05,第27回三星火災杯世界囲碁マスターズ準決勝,7200.0,5,60,japanese,kr,kr
李欣宸,朴廷桓,7.5,W+R,2022-08-11,第24回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,kr
金志錫,金明訓,6.5,W+R,2022-11-02,第27回三星火災杯世界囲碁マスターズ3回戦,7200.0,5,60,japanese,kr,kr
唐韋星,金明訓,6.5,W+0.5,2022-10-31,第27回三星火災杯世界囲碁マスターズ2回戦,7200.0,5,60,japanese,ch,kr
李軒豪,金明訓,6.5,W+R,2022-10-28,第27回三星火災杯世界囲碁マスターズ1回戦,7200.0,5,60,japanese,ch,kr
安成浚,金明訓,7.5,B+R,2022-10-14,第1回衢州爛柯杯韓国予選,7200.0,5,60,chinese,kr,kr
